"ID_Intervencion","ID_Padre","Fecha","Actor_Final","Institucional","Fuente_Actor","Caracteres","Otras_Personas_Roster","Nombres","Motivos_Revision","Alerta_Motor","Leida_En_Lote9","Veredicto"
"RPM-2009-11-12:2802:1","2802","2009-11-12","Consejo del Banco Central de Chile","SI","ACTA/META","209","3","Enrique Marshall Rivera; Jorge Desormeaux Jiménez; José De Gregorio Rebeco","","NO","NO",""
"RPM-2009-12-15:2803:1","2803","2009-12-15","Consejo del Banco Central de Chile","SI","ACTA/META","1445","16","Alberto Arenas de Mesa; Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Igal Magendzo Weinberger; José De Gregorio Rebeco; Kevin Cowan Logan; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Matías Bernier Bórquez; Pablo García Silva; Ricardo Vicuña Poblete; Sebastián Claro Edwards; Sergio Lehmann Beresi","FINAL_SIN_PUNTUACION","NO","NO",""
"RPM-2009-12-15:2804:1","2804","2009-12-15","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","158","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2009-12-15:2811:1","2811","2009-12-15","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","124","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2009-12-15:2830:2","2830","2009-12-15","Consejo del Banco Central de Chile","SI","ACTA/META","426","1","Alberto Arenas de Mesa","","NO","NO",""
"RPM-2009-12-15:2830:3","2830","2009-12-15","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","181","1","Pablo García Silva","","NO","SI","UNA_SOLA_VOZ"
"RPM-2009-12-15:2832:1","2832","2009-12-15","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","208","1","Pablo García Silva","","NO","SI","UNA_SOLA_VOZ"
"RPM-2009-12-15:2834:1","2834","2009-12-15","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","154","1","Alberto Arenas de Mesa","","NO","SI","UNA_SOLA_VOZ"
"RPM-2010-01-14:2841:1","2841","2010-01-14","Consejo del Banco Central de Chile","SI","ACTA/META","1570","15","Andrés Velasco Brañes; Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Igal Magendzo Weinberger; José De Gregorio Rebeco; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Matías Bernier Bórquez; Pablo García Silva; Ricardo Vicuña Poblete; Rodrigo Vergara Montes; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2010-01-14:2843:1","2843","2010-01-14","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","158","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2010-01-14:2888:1","2888","2010-01-14","Consejo del Banco Central de Chile","SI","ACTA/META","119","1","José De Gregorio Rebeco","","NO","NO",""
"RPM-2010-02-11:2889:1","2889","2010-02-11","Consejo del Banco Central de Chile","SI","ACTA/META","1487","15","Ari Aisen; Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Enrique Orellana Cifuentes; José De Gregorio Rebeco; Kevin Cowan Logan; Manuel Marfán Lewis; Miguel Ángel Nacrur Gazali; Pablo García Silva; Pablo Pincheira Brown; Ricardo Vicuña Poblete; Rodrigo Vergara Montes; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2010-02-11:2891:1","2891","2010-02-11","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","270","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2010-02-11:2933:1","2933","2010-02-11","Claudio Soto Gamboa","NO","SUJETO_NOMBRE","2726","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2010-02-11:2958:2","2958","2010-02-11","José De Gregorio Rebeco","NO","CONTEXTO_REVISADO","224","1","Pablo García Silva","","NO","SI","UNA_SOLA_VOZ"
"RPM-2010-02-11:2959:2","2959","2010-02-11","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","120","1","Pablo García Silva","","NO","SI","UNA_SOLA_VOZ"
"RPM-2010-02-11:2960:2","2960","2010-02-11","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","1275","1","Beltrán de Ramón Acevedo","","NO","SI","DOS_VOCES"
"RPM-2010-02-11:2968:1","2968","2010-02-11","Consejo del Banco Central de Chile","SI","ACTA/META","119","1","José De Gregorio Rebeco","","NO","NO",""
"RPM-2010-03-18:2969:1","2969","2010-03-18","Consejo del Banco Central de Chile","SI","ACTA/META","1661","17","Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Felipe Larraín Bascuñán; José De Gregorio Rebeco; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Matías Bernier Bórquez; Miguel Ángel Nacrur Gazali; Pablo García Silva; Ricardo Vicuña Poblete; Rodrigo Cerda Norambuena; Rodrigo Vergara Montes; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2010-03-18:3012:1","3012","2010-03-18","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","109","1","Beltrán de Ramón Acevedo","FINAL_SIN_PUNTUACION","NO","SI","UNA_SOLA_VOZ"
"RPM-2010-03-18:3022:1","3022","2010-03-18","Consejo del Banco Central de Chile","SI","ACTA/META","154","2","José De Gregorio Rebeco; Manuel Marfán Lewis","","NO","NO",""
"RPM-2010-04-15:3023:1","3023","2010-04-15","Consejo del Banco Central de Chile","SI","ACTA/META","1534","18","Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Enrique Orellana Cifuentes; José De Gregorio Rebeco; Kevin Cowan Logan; Luis Alberto Álvarez Vallejos; Luis Opazo Roco; Manuel Marfán Lewis; Matías Bernier Bórquez; Miguel Ángel Nacrur Gazali; Pablo García Silva; Pablo Pincheira Brown; Ricardo Vicuña Poblete; Rodrigo Cerda Norambuena; Rodrigo Vergara Montes; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2010-05-13:3079:1","3079","2010-05-13","Consejo del Banco Central de Chile","SI","ACTA/META","1675","19","Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Felipe Larraín Bascuñán; José De Gregorio Rebeco; Kevin Cowan Logan; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Luis Opazo Roco; Manuel Marfán Lewis; Matías Bernier Bórquez; Miguel Ángel Nacrur Gazali; Pablo García Silva; Ricardo Vicuña Poblete; Rodrigo Cerda Norambuena; Rodrigo Vergara Montes; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2010-05-13:3080:1","3080","2010-05-13","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","494","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2010-05-13:3083:2","3083","2010-05-13","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","122","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2010-05-13:3117:1","3117","2010-05-13","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","176","2","Beltrán de Ramón Acevedo; Luis Felipe Céspedes Cifuentes","","NO","SI","UNA_SOLA_VOZ"
"RPM-2010-06-15:3128:1","3128","2010-06-15","Consejo del Banco Central de Chile","SI","ACTA/META","1641","19","Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Felipe Larraín Bascuñán; José De Gregorio Rebeco; Kevin Cowan Logan; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Luis Opazo Roco; Manuel Marfán Lewis; Matías Bernier Bórquez; Miguel Ángel Nacrur Gazali; Pablo García Silva; Ricardo Vicuña Poblete; Rodrigo Cerda Norambuena; Rodrigo Vergara Montes; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2010-06-15:3129:1","3129","2010-06-15","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","500","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2010-06-15:3141:1","3141","2010-06-15","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","122","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2010-07-15:3207:1","3207","2010-07-15","Consejo del Banco Central de Chile","SI","ACTA/META","1510","18","Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Enrique Orellana Cifuentes; José De Gregorio Rebeco; Kevin Cowan Logan; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Manuel Marfán Lewis; Matías Bernier Bórquez; Miguel Ángel Nacrur Gazali; Pablo García Silva; Ricardo Vicuña Poblete; Rodrigo Cerda Norambuena; Rodrigo Vergara Montes; Rodrigo Álvarez Zenteno; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2010-07-15:3208:1","3208","2010-07-15","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","686","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2010-07-15:3277:2","3277","2010-07-15","Consejo del Banco Central de Chile","SI","ACTA/META","1562","2","Enrique Marshall Rivera; José De Gregorio Rebeco","","NO","NO",""
"RPM-2010-08-12:3278:1","3278","2010-08-12","Consejo del Banco Central de Chile","SI","ACTA/META","1631","17","Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Felipe Larraín Bascuñán; José De Gregorio Rebeco; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Luis Opazo Roco; Manuel Marfán Lewis; Matías Bernier Bórquez; Pablo García Silva; Ricardo Vicuña Poblete; Rodrigo Cerda Norambuena; Rodrigo Vergara Montes; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2010-08-12:3279:1","3279","2010-08-12","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","623","2","Felipe Larraín Bascuñán; Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2010-08-12:3289:1","3289","2010-08-12","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","124","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2010-08-12:3334:1","3334","2010-08-12","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","192","1","Beltrán de Ramón Acevedo","","NO","SI","UNA_SOLA_VOZ"
"RPM-2010-08-12:3336:1","3336","2010-08-12","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","155","2","Beltrán de Ramón Acevedo; Felipe Larraín Bascuñán","","NO","SI","UNA_SOLA_VOZ"
"RPM-2010-08-12:3338:1","3338","2010-08-12","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","187","1","Felipe Larraín Bascuñán","","NO","SI","UNA_SOLA_VOZ"
"RPM-2010-09-16:3345:1","3345","2010-09-16","Consejo del Banco Central de Chile","SI","ACTA/META","1570","16","Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Felipe Larraín Bascuñán; José De Gregorio Rebeco; Luis Felipe Céspedes Cifuentes; Luis Opazo Roco; Manuel Marfán Lewis; Matías Bernier Bórquez; Miguel Ángel Nacrur Gazali; Pablo García Silva; Ricardo Vicuña Poblete; Rodrigo Cerda Norambuena; Rodrigo Vergara Montes; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2010-09-16:3346:1","3346","2010-09-16","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","556","2","Felipe Larraín Bascuñán; Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2010-09-16:3364:1","3364","2010-09-16","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","637","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2010-09-16:3424:1","3424","2010-09-16","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","180","1","Felipe Larraín Bascuñán","","NO","SI","UNA_SOLA_VOZ"
"RPM-2010-09-16:3426:1","3426","2010-09-16","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","183","1","Felipe Larraín Bascuñán","","NO","SI","UNA_SOLA_VOZ"
"RPM-2010-09-16:3432:1","3432","2010-09-16","Consejo del Banco Central de Chile","SI","ACTA/META","116","1","Manuel Marfán Lewis","","NO","NO",""
"RPM-2010-10-14:3433:1","3433","2010-10-14","Consejo del Banco Central de Chile","SI","ACTA/META","1676","16","Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Felipe Larraín Bascuñán; José De Gregorio Rebeco; Kevin Cowan Logan; Luis Felipe Céspedes Cifuentes; Luis Opazo Roco; Luis Óscar Herrera Barriga; Manuel Marfán Lewis; Matías Bernier Bórquez; Miguel Ángel Nacrur Gazali; Ricardo Vicuña Poblete; Rodrigo Cerda Norambuena; Rodrigo Vergara Montes; Sebastián Claro Edwards","","NO","NO",""
"RPM-2010-10-14:3481:1","3481","2010-10-14","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","220","1","Beltrán de Ramón Acevedo","","NO","SI","UNA_SOLA_VOZ"
"RPM-2010-10-14:3483:1","3483","2010-10-14","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","206","1","Beltrán de Ramón Acevedo","","NO","SI","UNA_SOLA_VOZ"
"RPM-2010-10-14:3493:1","3493","2010-10-14","Consejo del Banco Central de Chile","SI","ACTA/META","119","1","José De Gregorio Rebeco","","NO","NO",""
"RPM-2010-11-16:3494:1","3494","2010-11-16","Consejo del Banco Central de Chile","SI","ACTA/META","1540","15","Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; José De Gregorio Rebeco; Luis Alberto Álvarez Vallejos; Luis Felipe Céspedes Cifuentes; Luis Opazo Roco; Manuel Marfán Lewis; Matías Bernier Bórquez; Miguel Ángel Nacrur Gazali; Ricardo Vicuña Poblete; Rodrigo Cerda Norambuena; Rodrigo Vergara Montes; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2010-11-16:3495:1","3495","2010-11-16","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","596","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2010-11-16:3509:1","3509","2010-11-16","Sebastián Claro Edwards","NO","SUJETO_ROL_NOMBRE","148","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2010-11-16:3536:1","3536","2010-11-16","Sebastián Claro Edwards","NO","SUJETO_ROL_NOMBRE","710","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2010-11-16:3537:2","3537","2010-11-16","José De Gregorio Rebeco","NO","SUJETO_ROL_SESION","215","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2010-11-16:3582:1","3582","2010-11-16","Consejo del Banco Central de Chile","SI","ACTA/META","108","1","José De Gregorio Rebeco","","NO","NO",""
"RPM-2010-12-16:3583:1","3583","2010-12-16","Consejo del Banco Central de Chile","SI","ACTA/META","1672","17","Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Felipe Larraín Bascuñán; José De Gregorio Rebeco; Kevin Cowan Logan; Luis Felipe Céspedes Cifuentes; Luis Opazo Roco; Luis Óscar Herrera Barriga; Manuel Marfán Lewis; Matías Bernier Bórquez; Miguel Ángel Nacrur Gazali; Ricardo Vicuña Poblete; Rodrigo Cerda Norambuena; Rodrigo Vergara Montes; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2010-12-16:3584:1","3584","2010-12-16","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","593","2","Felipe Larraín Bascuñán; Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2010-12-16:3596:1","3596","2010-12-16","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","158","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2010-12-16:3631:3","3631","2010-12-16","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","272","1","Felipe Larraín Bascuñán","","NO","SI","UNA_SOLA_VOZ"
"RPM-2010-12-16:3633:1","3633","2010-12-16","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","245","1","Felipe Larraín Bascuñán","","NO","SI","UNA_SOLA_VOZ"
"RPM-2010-12-16:3635:1","3635","2010-12-16","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","191","1","Felipe Larraín Bascuñán","","NO","SI","UNA_SOLA_VOZ"
"RPM-2010-12-16:3639:1","3639","2010-12-16","Manuel Marfán Lewis","NO","SUJETO_ROL_NOMBRE","6772","1","Beltrán de Ramón Acevedo","","NO","SI","UNA_SOLA_VOZ"
"RPM-2010-12-16:3642:1","3642","2010-12-16","Consejo del Banco Central de Chile","SI","ACTA/META","119","1","José De Gregorio Rebeco","","NO","NO",""
"RPM-2011-01-13:3643:1","3643","2011-01-13","Consejo del Banco Central de Chile","SI","ACTA/META","1553","15","Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Felipe Larraín Bascuñán; José De Gregorio Rebeco; Luis Felipe Céspedes Cifuentes; Luis Óscar Herrera Barriga; Manuel Marfán Lewis; Matías Bernier Bórquez; Miguel Ángel Nacrur Gazali; Rodrigo Cerda Norambuena; Rodrigo Vergara Montes; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2011-01-13:3644:1","3644","2011-01-13","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","593","2","Felipe Larraín Bascuñán; Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2011-01-13:3665:1","3665","2011-01-13","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","284","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2011-01-13:3702:3","3702","2011-01-13","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","272","1","Felipe Larraín Bascuñán","","NO","SI","UNA_SOLA_VOZ"
"RPM-2011-01-13:3706:1","3706","2011-01-13","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","192","1","Beltrán de Ramón Acevedo","","NO","SI","UNA_SOLA_VOZ"
"RPM-2011-01-13:3708:1","3708","2011-01-13","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","172","2","Beltrán de Ramón Acevedo; Felipe Larraín Bascuñán","","NO","SI","UNA_SOLA_VOZ"
"RPM-2011-01-13:3710:1","3710","2011-01-13","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","204","1","Felipe Larraín Bascuñán","","NO","SI","UNA_SOLA_VOZ"
"RPM-2011-02-17:3718:1","3718","2011-02-17","Consejo del Banco Central de Chile","SI","ACTA/META","1305","14","Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Felipe Larraín Bascuñán; José De Gregorio Rebeco; Luis Opazo Roco; Manuel Marfán Lewis; Matías Bernier Bórquez; Miguel Ángel Nacrur Gazali; Rodrigo Cerda Norambuena; Rodrigo Vergara Montes; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2011-02-17:3719:1","3719","2011-02-17","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","588","2","Felipe Larraín Bascuñán; Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2011-02-17:3760:1","3760","2011-02-17","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","158","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2011-02-17:3801:3","3801","2011-02-17","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","277","1","Felipe Larraín Bascuñán","","NO","SI","UNA_SOLA_VOZ"
"RPM-2011-02-17:3805:1","3805","2011-02-17","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","172","2","Beltrán de Ramón Acevedo; Felipe Larraín Bascuñán","","NO","SI","UNA_SOLA_VOZ"
"RPM-2011-02-17:3807:1","3807","2011-02-17","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","188","1","Felipe Larraín Bascuñán","","NO","SI","UNA_SOLA_VOZ"
"RPM-2011-02-17:3814:1","3814","2011-02-17","Consejo del Banco Central de Chile","SI","ACTA/META","108","1","José De Gregorio Rebeco","","NO","NO",""
"RPM-2011-03-17:3815:1","3815","2011-03-17","Consejo del Banco Central de Chile","SI","ACTA/META","1531","16","Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Felipe Larraín Bascuñán; José De Gregorio Rebeco; Kevin Cowan Logan; Luis Opazo Roco; Luis Óscar Herrera Barriga; Manuel Marfán Lewis; Matías Bernier Bórquez; Ricardo Vicuña Poblete; Rodrigo Cerda Norambuena; Rodrigo Vergara Montes; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2011-03-17:3816:1","3816","2011-03-17","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","598","2","Felipe Larraín Bascuñán; Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2011-03-17:3881:3","3881","2011-03-17","Consejo del Banco Central de Chile","SI","ACTA/META","177","1","Felipe Larraín Bascuñán","","NO","NO",""
"RPM-2011-03-17:3883:1","3883","2011-03-17","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","211","1","Felipe Larraín Bascuñán","","NO","SI","UNA_SOLA_VOZ"
"RPM-2011-03-17:3885:1","3885","2011-03-17","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","188","1","Felipe Larraín Bascuñán","","NO","SI","UNA_SOLA_VOZ"
"RPM-2011-04-12:3893:1","3893","2011-04-12","Consejo del Banco Central de Chile","SI","ACTA/META","1534","15","Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Felipe Larraín Bascuñán; José De Gregorio Rebeco; Kevin Cowan Logan; Luis Opazo Roco; Luis Óscar Herrera Barriga; Manuel Marfán Lewis; Matías Bernier Bórquez; Ricardo Vicuña Poblete; Rodrigo Cerda Norambuena; Rodrigo Vergara Montes; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2011-04-12:3894:1","3894","2011-04-12","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","633","2","Felipe Larraín Bascuñán; Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2011-04-12:3912:1","3912","2011-04-12","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","158","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2011-04-12:3959:2","3959","2011-04-12","Consejo del Banco Central de Chile","SI","ACTA/META","142","1","Felipe Larraín Bascuñán","","NO","NO",""
"RPM-2011-04-12:3961:1","3961","2011-04-12","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","210","1","Felipe Larraín Bascuñán","","NO","SI","UNA_SOLA_VOZ"
"RPM-2011-04-12:3964:1","3964","2011-04-12","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","186","1","Felipe Larraín Bascuñán","","NO","SI","UNA_SOLA_VOZ"
"RPM-2011-05-12:3971:1","3971","2011-05-12","Consejo del Banco Central de Chile","SI","ACTA/META","1345","13","Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Felipe Larraín Bascuñán; José De Gregorio Rebeco; Kevin Cowan Logan; Luis Óscar Herrera Barriga; Manuel Marfán Lewis; Matías Bernier Bórquez; Rodrigo Vergara Montes; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2011-05-12:3972:1","3972","2011-05-12","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","658","2","Felipe Larraín Bascuñán; Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2011-05-12:4003:1","4003","2011-05-12","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","158","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2011-05-12:4042:2","4042","2011-05-12","Consejo del Banco Central de Chile","SI","ACTA/META","142","1","Felipe Larraín Bascuñán","","NO","NO",""
"RPM-2011-05-12:4046:1","4046","2011-05-12","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","198","2","Beltrán de Ramón Acevedo; Felipe Larraín Bascuñán","","NO","SI","UNA_SOLA_VOZ"
"RPM-2011-05-12:4048:1","4048","2011-05-12","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","186","1","Felipe Larraín Bascuñán","","NO","SI","UNA_SOLA_VOZ"
"RPM-2011-05-12:4053:2","4053","2011-05-12","Consejo del Banco Central de Chile","SI","ACTA/META","113","1","Felipe Larraín Bascuñán","","NO","NO",""
"RPM-2011-06-14:4056:1","4056","2011-06-14","Consejo del Banco Central de Chile","SI","ACTA/META","1454","16","Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Enrique Orellana Cifuentes; José De Gregorio Rebeco; Kevin Cowan Logan; Luis Opazo Roco; Luis Óscar Herrera Barriga; Manuel Marfán Lewis; Matías Bernier Bórquez; Miguel Ángel Nacrur Gazali; Ricardo Vicuña Poblete; Rodrigo Cerda Norambuena; Rodrigo Vergara Montes; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2011-06-14:4057:1","4057","2011-06-14","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","543","2","Felipe Larraín Bascuñán; Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2011-06-14:4071:1","4071","2011-06-14","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","170","1","Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
"RPM-2011-06-14:4109:2","4109","2011-06-14","José De Gregorio Rebeco","NO","LECTOR_DOCUMENTO_REVISADO","181","1","Felipe Larraín Bascuñán","DUPLICADO_NO_FORMULA","NO","SI","UNA_SOLA_VOZ"
"RPM-2011-07-14:4119:1","4119","2011-07-14","Consejo del Banco Central de Chile","SI","ACTA/META","1416","15","Beltrán de Ramón Acevedo; Claudio Soto Gamboa; Enrique Marshall Rivera; Enrique Orellana Cifuentes; Felipe Larraín Bascuñán; José De Gregorio Rebeco; Luis Óscar Herrera Barriga; Manuel Marfán Lewis; Matías Bernier Bórquez; Miguel Ángel Nacrur Gazali; Ricardo Vicuña Poblete; Rodrigo Cerda Norambuena; Rodrigo Vergara Montes; Sebastián Claro Edwards; Sergio Lehmann Beresi","","NO","NO",""
"RPM-2011-07-14:4120:1","4120","2011-07-14","José De Gregorio Rebeco","NO","SUJETO_ROL_NOMBRE","653","2","Felipe Larraín Bascuñán; Sergio Lehmann Beresi","","NO","SI","UNA_SOLA_VOZ"
